,category,titles,pageids
960,Reference>General Reference>Dictionaries & Encyclopedias,"['Encyclopedic dictionary', 'Encyclopedia', 'Philosophy encyclopedia', 'Bibliography of encyclopedias', 'Dictionary', 'The New Grove Dictionary of Opera', 'Law dictionary', 'Electronic dictionary', 'Brockhaus and Efron Encyclopedic Dictionary', 'Great Olympic Encyclopedia', 'The New Biographical Dictionary of Film', 'Popular Encyclopedia or Conversations Lexicon', 'Yverdon Encyclopedia', 'Tofig Abbasguliyev', 'Wex', 'Dictionary of the Khazars', 'Merit Students Encyclopedia', 'Lexicography', 'Nationalencyklopedin', 'Encyclopedia Dramatica']","['37062801', '1132901', '7931', '30876809', '2854616', '9253', '21320889', '2927989', '21882517', '700750', '18483', '7448759', '396180', '24069595', '28039387', '7671869', '3427290', '29867934', '4868366', '51779627']"
961,Reference>General Reference>Educational Resources,"['Open educational resources', 'Resource room', 'Resource efficiency', 'Educational evaluation', 'Human resource consulting', 'Learning resource center', 'National Resource Center for Health Information Technology', 'Human resource management system', 'White House Initiative on Educational Excellence for Hispanics', 'Educational technology', 'Educational inequality', 'OER Universitas', 'International Association for Human Resource Information Management', 'European Association of Environmental and Resource Economists', 'Social justice educational leadership', 'Special education', 'Lambda 10 Project', 'Manfrotto', 'Human resource management in public administration', 'Educational Action Challenging Homophobia']","['4153784', '2534780', '20381835', '1944675', '22586498', '9379726', '25349792', '48708998', '21677162', '1164272', '15909245', '7352502', '6316323', '40249028', '1584544', '36804997', '22630504', '45863353', '436831', '24034930']"
962,Reference>General Reference>Forms Guides & Templates,"['Creature template', 'Template metaprogramming', 'Template reaction', 'Lettering guide', 'Template Attribute Language', 'Generic programming', 'Musical form', 'Guide to information sources', 'Sonata form', 'Form grabbing', 'Cybermed', 'Career guide', 'Raft guide', 'Multimap', 'Google Closure Tools', 'Fixed verse', 'Third normal form', 'Media guide', 'Forms of government', 'Canonical normal form']","['794841', '27465176', '6129516', '40328703', '17199866', '20623257', '12229', '105837', '25087497', '33487458', '39790668', '1353590', '1663543', '379560', '11612675', '83620', '10517358', '198000', '24398213', '202566']"
963,Reference>General Reference>Forms Guides & Templates>Legal Forms,"['Legal tender', 'Legal advice', 'Legal person', 'Legal drama', 'Legal executive', 'Legal threat', 'Substance over form', 'Legal abuse', 'Legal aid', 'European Foundation Project', 'Legal instrument', 'Legal outsourcing', 'Legal history', 'Legal expenses insurance', 'Legal opinion', 'Mutual legal assistance treaty', 'Legal education', 'Legal profession', 'Legal realism', 'Legal name']","['10843958', '25714443', '3416499', '499423', '62000', '221054', '2868797', '22989682', '221742', '219396', '3646582', '6663147', '4422973', '219287', '2063627', '296069', '267793', '18429775', '2321203', '18482504']"
964,"Reference>General Reference>How-To, DIY & Expert Content","['City of Darebin', 'Funk carioca', 'Aakash (tablet)', 'Unmanned aerial vehicle', 'Criticism of capitalism', 'Animal rights movement', 'Art manifesto', 'Stossel (TV series)', 'Culture of Melbourne', '2016 in British television', 'List of Debaters radio episodes']","['48783807', '21371926', '2600328', '4630168', '467265', '3079085', '12158418', '4911369', '47980952', '26305000', '58900']"
965,Reference>General Reference>Public Records,"['Public records', 'Records management', 'Public domain', 'Medical record', 'Public art', 'Record sealing', 'Public administration', 'Public Image Ltd', 'Record shop', 'Public intoxication', 'Public broadcasting', 'Public aquarium', 'Public transport', 'A Public Affair', 'Gramophone record', 'Electronic health record', 'Public sphere', 'Guinness World Records', 'Mile run world record progression', 'Notary public']","['5497879', '1129641', '172121', '100796', '1107036', '854191', '21481', '126958', '587618', '9283828', '318901', '178808', '18935551', '2195977', '2539819', '510016', '26162030', '13388088', '5605527', '1362816']"
966,Reference>General Reference>Time & Calendars,"['Calendar', 'Lunisolar calendar', 'Solar calendar', 'Islamic calendar', 'Calendar year', 'Hindu calendar', 'Hebrew calendar', 'Darian calendar', 'Celtic calendar', 'Aztec calendar', 'Calendar spread', 'Ancient Macedonian calendar', 'Javanese calendar', 'Cosmic Calendar', 'Bikrami calendar', 'Babylonian calendar', 'Month', 'Advent calendar', 'Tibetan calendar', 'Arabic names of calendar months']","['712145', '3796445', '11323667', '151735', '424954', '9911288', '5377', '5446314', '5662', '936098', '8537444', '240052', '13782', '201400', '14810', '8367313', '18382', '20354', '99211', '1583625']"
967,Reference>Geographic Reference,"['Geographic coordinate system', 'Spatial reference system', 'Georeferencing', 'Geographic information system', 'Linear referencing', 'Index of geography articles', 'Visual geography', 'Historical geography', 'Geographical indication', 'Glossary of geography terms', 'Geography Markup Language', 'Political geography', 'Geographic information retrieval', 'Human geography', 'Reference ellipsoid', 'Philosophy of geography', 'Geographic coordinate conversion', 'Geomatics', 'Geocoding', 'National Geographic World Championship']","['1876018', '379814', '48361', '10179411', '12398', '1532029', '203653', '510905', '4951472', '29034375', '1923965', '13372', '699798', '1514091', '2096832', '5886597', '1845092', '621182', '2961833', '5329197']"
968,Reference>Geographic Reference>City & Local Guides,"['Michelin Guide', 'Local education authority', 'Local government', 'Local programming', 'Local history', 'Local government in Australia', 'Independent Local Radio', 'Local government in England', 'The Press of Atlantic City', 'Peterborough City Council', 'New York City Administrative Code', 'WikiCity Guides', 'Guided Local Search', 'City of Thuringowa', 'City of London', 'Local food', 'City', 'Montreal City Hall', 'Local community', 'Girlguiding']","['5391', '6883', '1128683', '2503776', '15710171', '711881', '191133', '1037558', '233373', '52786', '761173', '566647', '13502171', '11651060', '2036409', '2708688', '44513431', '6031384', '829966', '25106969']"
969,Reference>Geographic Reference>Maps,"['Map', 'World map', 'Tube map', 'Thematic map', 'Map projection', 'Road map', 'MapReduce', 'Image map', 'Horseshoe map', 'Treasure map', 'Dymaxion map', 'Dot distribution map', 'Google Map Maker', 'Concept map', 'Web Map Service', 'Sanborn Maps', 'London Underground anagram map', 'Topological map', 'Timeline of world map changes', 'Topic Maps']","['698226', '27206776', '180583', '18121133', '449364', '157069', '6299797', '19877', '1702875', '51784', '12583047', '1224478', '4746964', '11237348', '167777', '1862443', '5495538', '30268', '2414293', '771916']"
970,Reference>Geographic Reference>Maps>Traffic & Public Transit,"['Public transport', 'Transport hub', 'Transit', 'Free public transport', 'Transit police', 'Rapid transit', 'Transit mall', 'Bus priority', 'Ion rapid transit', 'Transit metropolis', 'Personal rapid transit', 'Calgary Transit Public Safety and Enforcement Section', 'Transit Elevated Bus', 'Visakhapatnam Bus Rapid Transit System', 'Honolulu Rail Transit', 'Light rail', 'Downtown Seattle Transit Tunnel', 'Public transport in Phoenix', 'Public utility', 'Hangzhou Public Bicycle']","['7264531', '24498095', '870173', '11163017', '34381888', '20193248', '10679308', '50943', '50568', '26162030', '17088570', '171136', '18361733', '51014', '28297690', '20647843', '38100144', '518131', '7391204', '25674871']"
971,Reference>Humanities,"['Humanity', 'Habitat for Humanity', 'Cards Against Humanity', 'Future of Humanity Institute', 'Alliance for a New Humanity', 'Crimes against humanity under Communist regimes', 'Concise History of Humanity', 'Humanity First', 'Principle of humanity', 'Space and survival', 'Thrivent Financial', 'Potential cultural impact of extraterrestrial contact', 'Islam and humanity', 'Common heritage of mankind', 'Human extinction', 'Human nature', 'Global catastrophic risk', 'Graydon Creed', 'Prometheus Books', 'Music Builds Tour']","['30871944', '32047012', '23773961', '23135910', '31943403', '8481853', '21221594', '550723', '450053', '1528711', '4744384', '16674411', '11649123', '49348876', '17000111', '35233688', '11585926', '2216375', '897095', '1216840']"
972,Reference>Humanities>History,"['World history', 'Philosophy of history', 'Social history', 'History of the world', 'Economic history', 'History of radio', 'History of technology', 'History of religions', 'History of ideas', 'Whig history', 'History of computing', 'Timeline of Jewish history', 'Modern history', 'LGBT History Month', 'Military history', 'Legal history', 'Ancient history', 'Cultural history', 'Natural history museum', 'Diplomatic history']","['51320', '424789', '177869', '45633', '386519', '26651584', '25522', '13929', '803661', '435268', '2618713', '221742', '25595604', '885795', '32955700', '177438', '222291', '146223', '296311', '33692']"
973,Reference>Humanities>History>Military History,"['Military history', 'The Journal of Military History', 'Military history of Jewish Americans', 'History of military technology', 'Military science', 'Military', 'Women in the military', 'Jewish military history', 'Military history of Europe', 'Military recruitment', 'Military history of Myanmar', 'History of military ballooning', 'Military history of Oceania', 'Military theory', 'Military technology', 'Military rank', 'Military operation', 'Military logistics', 'Center for Military History and Social Sciences of the Bundeswehr', 'Naval history']","['53027393', '4435820', '4999816', '13676792', '92357', '25595604', '6937859', '29690820', '33431714', '11143803', '2726726', '666301', '150237', '3135672', '86586', '90815', '7138127', '963464', '10128567', '1947787']"
974,Reference>Humanities>Myth & Folklore,"['Myth and ritual', 'Myth', 'Creation myth', 'Mythology', 'Flood myth', 'Water spirit', 'Myth of Skanderbeg', 'Urban legend', 'Ten percent of the brain myth', 'Fakelore', 'National myth', 'Impalement in myth and art', 'Azerbaijani folklore', 'Malay folklore', 'Cornish mythology', 'Caribbean folklore', 'Trickster', 'Norse mythology', 'Vampire folklore by region', 'Dogs in Mesoamerican folklore and myth']","['27172367', '4748259', '11115726', '7322', '19891220', '1634961', '601839', '41520090', '31542027', '24698694', '7949828', '31282945', '19685', '86646', '23417070', '20211596', '20647654', '31771', '15244635', '23250279']"
975,Reference>Humanities>Philosophy,"['Women in philosophy', 'Political philosophy', 'Islamic philosophy', 'Philosophy of education', 'Indian philosophy', 'Modern philosophy', 'Philosophy and economics', 'Natural philosophy', 'Philosophy of science', 'Philosophy and literature', 'Postanalytic philosophy', 'Philosophy of sex', 'Philosophy of physics', 'Philosophy of sport', 'Philosophy of religion', 'Philosophy of war', 'Philosophy of healthcare', 'Philosophy of life', 'Index of philosophy', 'Philosophy of language']","['23912400', '310169', '166162', '806467', '382251', '1674993', '2241273', '24983', '15475369', '6880370', '25869076', '123450', '23003', '37010', '612228', '40540417', '2906083', '23040', '3223370', '5694046']"
976,Reference>Language Resources,"['Abelam language', 'Open educational resources', 'Inupiaq language', 'Huave language', 'Kansa language', 'Axamb language', 'Patwin language', 'Aghem language', 'Santali language', 'Achi language', 'Abellen language', 'Akoye language', 'Tokano language', 'Cultural resources management', 'Askunu language', 'Endangered language', 'LanguageWare', 'Tewa language', 'Yorta Yorta language', 'UCLA Language Materials Project']","['31505308', '9835444', '4900807', '31303271', '35105092', '1265580', '38480120', '101140', '161708', '7354197', '985458', '27300256', '13792647', '1584544', '33316583', '586544', '1317673', '31349618', '7156206', '8128994']"
977,Reference>Language Resources>Foreign Language Resources,"['Foreign language', 'Resource fork', 'Foreign language writing aid', 'Language federation', 'Less Commonly Taught Languages', 'Hehe language', 'Foreign area officer', 'Natural language processing', 'Language for specific purposes', 'Language revitalization', 'Ministry of Overseas Pakistanis and Human Resource Development', 'Heritage language learning', 'Omni Tech Translations and Language Services', 'Hypertext Application Language', 'Common European Framework of Reference for Languages', 'Language and Computers', 'Internationalization and localization', 'Outline of natural language processing', 'Text corpus', 'Conflict resource']","['1219903', '12822286', '26778582', '1094802', '6727548', '27283140', '27403833', '43370574', '126844', '9751765', '1410496', '21737463', '577320', '7085493', '40204271', '21652', '43605107', '37764426', '146655', '53887']"
978,Reference>Language Resources>Foreign Language Resources>Foreign Language Study,"['Foreign language', 'Language education', 'Second language', 'Language immersion', 'Language school', 'Hankuk Academy of Foreign Studies', 'Foreign language anxiety', 'Living Language', 'Foreign language writing aid', 'Arabic language school', 'Foreign Service Institute', 'Foreign Language Assistant', 'Language pedagogy', 'Osaka University of Foreign Studies', 'School of Foreign Service', 'Foreign accent syndrome', 'Goyang Foreign Language High School', 'Language assessment', 'Pimsleur Language Aptitude Battery', 'Middlebury Institute of International Studies at Monterey']","['12996836', '3228584', '1991112', '390767', '1094802', '25532085', '6727548', '13499724', '33441860', '16801992', '186467', '973370', '29572509', '1266443', '14439778', '2772300', '3378942', '6014900', '463325', '162986']"
